<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MGNT;D;23/06/23;000000;4883;4918;4690.5;4725;714717
MGNT;D;26/06/23;000000;4831.5;4881;4601.5;4779.5;858636
MGNT;D;27/06/23;000000;4790;4880;4751;4837.5;370382
MGNT;D;28/06/23;000000;4837;5194;4806;5190;2681220
MGNT;D;29/06/23;000000;5202;5216;5085.5;5133;1218765
MGNT;D;30/06/23;000000;5140.5;5178.5;5087.5;5156;580988
MGNT;D;03/07/23;000000;5164.5;5356;5152.5;5267;1225712
MGNT;D;04/07/23;000000;5279;5312.5;5168;5270;840024
MGNT;D;05/07/23;000000;5284;5374.5;5280;5346.5;779390
MGNT;D;06/07/23;000000;5348;5365;5280;5289;371600
MGNT;D;07/07/23;000000;5291;5359;5255;5325;354744
MGNT;D;10/07/23;000000;5351;5519.5;5313;5490;789599
MGNT;D;11/07/23;000000;5508.5;5617.5;5462;5511;835983
MGNT;D;12/07/23;000000;5526.5;5565;5471;5495;358717
MGNT;D;13/07/23;000000;5504.5;5533;5451;5487.5;287243
MGNT;D;14/07/23;000000;5480;5523.5;5461;5506;209465
MGNT;D;17/07/23;000000;5485;5588;5457;5563.5;372366
MGNT;D;18/07/23;000000;5563;5714.5;5550.5;5683;707599
MGNT;D;19/07/23;000000;5688.5;5814;5592;5647;752409
MGNT;D;20/07/23;000000;5662;5663.5;5490;5496;512736
MGNT;D;21/07/23;000000;5494.5;5745;5410;5733;892475
MGNT;D;24/07/23;000000;5735.5;5903;5728;5816.5;1077316
MGNT;D;25/07/23;000000;5830;5945;5805;5900;575970
MGNT;D;26/07/23;000000;5916.5;6023;5821.5;5825;1323266
MGNT;D;27/07/23;000000;5880;5900;5720.5;5801.5;683341
MGNT;D;28/07/23;000000;5817.5;5830;5733;5803;331459
MGNT;D;31/07/23;000000;5822;5840;5765;5797.5;403783
MGNT;D;01/08/23;000000;5796;5796;5747;5760.5;343283
MGNT;D;02/08/23;000000;5758.5;5825;5737.5;5796.5;281391
MGNT;D;03/08/23;000000;5815;5819.5;5762.5;5808;243048
MGNT;D;04/08/23;000000;5810.5;5818.5;5541.5;5657.5;733434
MGNT;D;07/08/23;000000;5697;5815;5557;5590;681884
MGNT;D;08/08/23;000000;5588;5673.5;5475;5666.5;652039
MGNT;D;09/08/23;000000;5669;5720;5575.5;5607;420244
MGNT;D;10/08/23;000000;5614;5860;5561;5718;904234
MGNT;D;11/08/23;000000;5734.5;5750;5645;5691;452498
MGNT;D;14/08/23;000000;5717;5742.5;5485;5522.5;844084
MGNT;D;15/08/23;000000;5505;5664;5435;5549.5;523172
MGNT;D;16/08/23;000000;5555;5585;5400;5500;482405
MGNT;D;17/08/23;000000;5520;5596.5;5460;5557;388577
MGNT;D;18/08/23;000000;5558;5668;5506;5666;437750
MGNT;D;21/08/23;000000;5699.5;5986;5652.5;5918;1356650
MGNT;D;22/08/23;000000;5924;5988;5835;5902;774039
MGNT;D;23/08/23;000000;5913;5936;5712.5;5726;672662
MGNT;D;24/08/23;000000;5757;5880;5733;5865;379590
MGNT;D;25/08/23;000000;5900;5947;5880.5;5888;538933
