<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
LKOH;D;30/08/23;000000;6788.5;6900;6760;6837;2161540
LKOH;D;31/08/23;000000;6858;6875;6788;6830;821065
LKOH;D;01/09/23;000000;6839;6848;6784;6819;708296
LKOH;D;04/09/23;000000;6844.5;6870;6825;6850;654846
LKOH;D;05/09/23;000000;6860;6940;6847;6916;1187607
LKOH;D;06/09/23;000000;6915;6916;6832.5;6867.5;762146
LKOH;D;07/09/23;000000;6859.5;6880;6571.5;6666.5;2275417
LKOH;D;08/09/23;000000;6665;6724;6533;6625;1323022
LKOH;D;11/09/23;000000;6624.5;6625;6435;6456;1299088
LKOH;D;12/09/23;000000;6500;6730;6480;6729;1534355
LKOH;D;13/09/23;000000;6737;6739;6576;6610;1121990
LKOH;D;14/09/23;000000;6610;6633;6346;6519;2070981
LKOH;D;15/09/23;000000;6519;6609;6501;6553;1220398
LKOH;D;18/09/23;000000;6595.5;6655;6476;6526;916073
LKOH;D;19/09/23;000000;6525;6560;6326.5;6344;1528284
LKOH;D;20/09/23;000000;6350;6499;6280;6423;1866665
LKOH;D;21/09/23;000000;6402.5;6428;6350;6379;1460955
LKOH;D;22/09/23;000000;6395;6517;6305;6495;1112302
LKOH;D;25/09/23;000000;6500.5;6525;6426;6449;690080
LKOH;D;26/09/23;000000;6429.5;6438;6322;6386;938984
LKOH;D;27/09/23;000000;6412;6500;6404.5;6490;729486
LKOH;D;28/09/23;000000;6502;6645.5;6501.5;6645.5;985054
LKOH;D;29/09/23;000000;6649.5;6700;6603.5;6677;956728
LKOH;D;02/10/23;000000;6716;6797.5;6658.5;6720;1106576
LKOH;D;03/10/23;000000;6720;6784;6636.5;6754.5;952569
LKOH;D;04/10/23;000000;6739;6815;6659.5;6660.5;903629
LKOH;D;05/10/23;000000;6701;6759.5;6645;6721.5;737042
LKOH;D;06/10/23;000000;6745;6797;6717;6797;783900
LKOH;D;09/10/23;000000;6879.5;6895.5;6822;6863.5;1093299
LKOH;D;10/10/23;000000;6870;6880;6822.5;6853.5;550356
LKOH;D;11/10/23;000000;6860.5;7099.5;6835.5;6890.5;3465866
LKOH;D;12/10/23;000000;6862;7154;6848;7120;2709703
LKOH;D;13/10/23;000000;7143;7250;7136;7244;1670853
LKOH;D;16/10/23;000000;7274.5;7349;7234.5;7335;1462218
LKOH;D;17/10/23;000000;7345;7394;7264;7384.5;1629120
LKOH;D;18/10/23;000000;7399;7535;7365;7488;2582611
LKOH;D;19/10/23;000000;7483;7495;7416.5;7486;979245
LKOH;D;20/10/23;000000;7495;7509.5;7405;7491.5;980821
LKOH;D;23/10/23;000000;7510.5;7549;7452.5;7462.5;855125
LKOH;D;24/10/23;000000;7472.5;7487.5;7417;7444;817175
LKOH;D;25/10/23;000000;7430;7444;7207;7437.5;1315853
LKOH;D;26/10/23;000000;7453.5;7498;7211;7228.5;2891242
LKOH;D;27/10/23;000000;7225.5;7338;7136.5;7318;1807918
LKOH;D;30/10/23;000000;7299;7315;7228;7248;763508
LKOH;D;31/10/23;000000;7238.5;7264;7107;7150.5;1019828
LKOH;D;01/11/23;000000;7155;7266;7130.5;7240;610140
LKOH;D;02/11/23;000000;7251.5;7292;7217;7253.5;476815
LKOH;D;03/11/23;000000;7258;7278;7210.5;7238;364260
LKOH;D;06/11/23;000000;7243;7387.5;7221;7376;641531
LKOH;D;07/11/23;000000;7370;7380;7295.5;7333.5;592820
LKOH;D;08/11/23;000000;7341;7373;7277;7295;578796
LKOH;D;09/11/23;000000;7290.5;7307;7221;7260;585245
LKOH;D;10/11/23;000000;7265;7304.5;7238.5;7288.5;496387
LKOH;D;13/11/23;000000;7295.5;7325;7270;7277.5;441753
LKOH;D;14/11/23;000000;7282.5;7285;7165;7200;610832
LKOH;D;15/11/23;000000;7183.5;7257;7138;7224;606927
LKOH;D;16/11/23;000000;7220.5;7236;7120.5;7135.5;555267
LKOH;D;17/11/23;000000;7135;7234;7080.5;7225.5;762755
LKOH;D;20/11/23;000000;7225.5;7226;7161;7194.5;422161
LKOH;D;21/11/23;000000;7180.5;7216;7137.5;7209;481480
LKOH;D;22/11/23;000000;7211.5;7299;7207;7299;677016
LKOH;D;23/11/23;000000;7302;7330;7251.5;7258;390183
LKOH;D;24/11/23;000000;7270;7320;7255;7295;418285
LKOH;D;27/11/23;000000;7301.5;7345;7212;7222.5;605795
LKOH;D;28/11/23;000000;7223.5;7245.5;7161;7238;401191
LKOH;D;29/11/23;000000;7228;7238;7186;7202;302370
LKOH;D;30/11/23;000000;7206;7285.5;7170;7239;608657
LKOH;D;01/12/23;000000;7239;7272.5;7162.5;7175.5;490503
LKOH;D;04/12/23;000000;7169;7199.5;7110.5;7132.5;665356
LKOH;D;05/12/23;000000;7137;7250;7137;7248.5;555796
LKOH;D;06/12/23;000000;7265.5;7275;7051.5;7138;647722
LKOH;D;07/12/23;000000;7145;7173;7071;7092;476699
LKOH;D;08/12/23;000000;7115;7173;7092;7140;424769
LKOH;D;11/12/23;000000;7182.5;7189;6929;6977;1023902
LKOH;D;12/12/23;000000;7006;7100;6813;7014.5;1400532
LKOH;D;13/12/23;000000;7000.5;7062.5;6914;7043.5;570415
LKOH;D;14/12/23;000000;7040;7084.5;6850.5;6860;1218743
LKOH;D;15/12/23;000000;6397.5;6632;6381;6560;2378739
LKOH;D;18/12/23;000000;6580.5;6761.5;6526;6723.5;1261552
LKOH;D;19/12/23;000000;6731;6771;6690;6709;677609
LKOH;D;20/12/23;000000;6710;6849;6696;6735;978630
LKOH;D;21/12/23;000000;6729;6774;6633.5;6702;1034330
