<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MTLR;D;28/04/22;000000;134.5;142.43;130.52;135.5;9355854
MTLR;D;29/04/22;000000;136;137.95;132;133;2634724
MTLR;D;04/05/22;000000;132.99;134.9;128.01;128.01;2237885
MTLR;D;05/05/22;000000;129.66;133.9;128.79;133.04;2818370
MTLR;D;06/05/22;000000;133.48;133.54;129.05;129.36;1952008
MTLR;D;11/05/22;000000;130.07;133.5;125.75;131.7;2460602
MTLR;D;12/05/22;000000;131.8;133;125.25;127.34;1646072
MTLR;D;13/05/22;000000;128.45;129.8;126.61;128.5;1077710
MTLR;D;16/05/22;000000;127.99;135.5;127.21;134.9;2766770
MTLR;D;17/05/22;000000;135.07;139.95;135.03;139.58;3201529
MTLR;D;18/05/22;000000;141;142.9;134.54;136;3210894
MTLR;D;19/05/22;000000;135.99;137.78;132.75;135.88;1368199
MTLR;D;20/05/22;000000;137.01;137.38;130.51;131.84;1455911
MTLR;D;23/05/22;000000;129.97;131.5;125;125.83;1605167
MTLR;D;24/05/22;000000;125.91;126;119;125.61;2285747
MTLR;D;25/05/22;000000;126.89;128;124.6;126.68;1009121
