<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;D;17/08/23;000000;257.19;258.8;255.5;258.5;35682720
SBER;D;18/08/23;000000;258.39;261.37;257.35;261.14;30973320
SBER;D;21/08/23;000000;262.33;263.06;259.51;261.15;35622200
SBER;D;22/08/23;000000;261.9;262.11;259.81;261.45;25893210
SBER;D;23/08/23;000000;261.55;261.83;256;256.4;53079140
SBER;D;24/08/23;000000;257.62;259.94;256.4;259.63;26823420
SBER;D;25/08/23;000000;258.8;261.6;257.61;260.5;28518670
SBER;D;28/08/23;000000;261.25;267.83;260.81;266.93;57849930
SBER;D;29/08/23;000000;266.62;267.56;265.14;265.68;35291820
SBER;D;30/08/23;000000;265.73;267.36;263.1;264.7;38578950
SBER;D;31/08/23;000000;265.05;266.25;264.3;264.85;22557030
SBER;D;01/09/23;000000;265.4;265.62;264.06;265;19248500
SBER;D;04/09/23;000000;266.5;269.11;266;267.39;47933710
SBER;D;05/09/23;000000;266.97;267.98;261.09;264.75;39642920
SBER;D;06/09/23;000000;264.33;264.68;262.31;263.5;28244090
SBER;D;07/09/23;000000;263.52;264.97;256.1;258.79;67608570
SBER;D;08/09/23;000000;258.45;259.33;253.1;255.68;49455340
SBER;D;11/09/23;000000;257;258.37;255.16;256.25;43042300
SBER;D;12/09/23;000000;257.69;262.4;257.09;262.4;45008650
SBER;D;13/09/23;000000;262.38;262.77;257.59;258.18;29971320
SBER;D;14/09/23;000000;258.85;261.38;255.02;260;46153720
SBER;D;15/09/23;000000;259.8;262.74;258.56;260.83;35455920
SBER;D;18/09/23;000000;262.06;263;258.76;259.07;28891500
SBER;D;19/09/23;000000;258.93;259.32;251.5;252.72;89480280
SBER;D;20/09/23;000000;252.81;255.47;249.82;253.77;66610520
SBER;D;21/09/23;000000;252.94;254.2;249.81;250.16;58854870
SBER;D;22/09/23;000000;249.85;253.1;248.62;251.99;40406630
SBER;D;25/09/23;000000;252.11;253.49;249.83;252.65;31834270
SBER;D;26/09/23;000000;252.2;257.17;250.9;255.87;42923170
SBER;D;27/09/23;000000;256.26;257.85;254.63;256.1;27795730
SBER;D;28/09/23;000000;256.22;258.25;255.5;257.67;26289900
SBER;D;29/09/23;000000;257.99;262.59;256.71;260.72;68503050
SBER;D;02/10/23;000000;261.38;261.92;257.03;258.98;35447350
SBER;D;03/10/23;000000;258.99;260.5;257.23;259.65;23815150
SBER;D;04/10/23;000000;259;260.39;258.24;259.53;18510890
SBER;D;05/10/23;000000;260.71;261.39;258.26;259.38;23254560
SBER;D;06/10/23;000000;259.77;263.4;257.86;262.93;31980230
SBER;D;09/10/23;000000;263.02;265.97;263;265.25;45189600
SBER;D;10/10/23;000000;264.9;265.18;257;263;33744090
SBER;D;11/10/23;000000;263.18;263.99;259.5;260.21;29440350
SBER;D;12/10/23;000000;260.03;264.5;259.66;264.5;27421510
SBER;D;13/10/23;000000;264.75;265.04;262.7;263.51;18351530
SBER;D;16/10/23;000000;263.99;269.2;263.51;268.15;53677710
SBER;D;17/10/23;000000;268.25;271.97;266.91;270;51107660
SBER;D;18/10/23;000000;270;271.19;266.11;267.9;40249640
SBER;D;19/10/23;000000;267.14;271;266.28;268.65;33466930
SBER;D;20/10/23;000000;268.5;270.3;266.5;269.8;32851790
SBER;D;23/10/23;000000;270.47;274.1;269.65;270.1;62301840
SBER;D;24/10/23;000000;270.03;272.06;268.62;271.27;27975250
SBER;D;25/10/23;000000;271.5;274.96;270.53;273.73;41764060
SBER;D;26/10/23;000000;274.1;276;269.12;269.9;59466100
SBER;D;27/10/23;000000;270;271.98;266.8;269.7;49735190
SBER;D;30/10/23;000000;269.9;271.55;268.6;269.89;33261680
SBER;D;31/10/23;000000;269.91;270.5;266.87;268.35;26117980
SBER;D;01/11/23;000000;268.29;270.3;267.6;269.68;20587810
SBER;D;02/11/23;000000;270.01;270.98;268.5;269.06;25499750
SBER;D;03/11/23;000000;269.07;269.78;267.2;268.54;20968810
SBER;D;06/11/23;000000;269;273.87;268.62;273.42;29231770
SBER;D;07/11/23;000000;273.08;274.78;272.2;273.31;32183320
SBER;D;08/11/23;000000;273.53;278.35;273.28;278.15;58000060
SBER;D;09/11/23;000000;278.6;278.85;276.02;276.65;28258660
SBER;D;10/11/23;000000;276.99;281.3;276.6;280.19;44600220
SBER;D;13/11/23;000000;280.4;284.8;280.32;283.97;45780320
SBER;D;14/11/23;000000;283.66;283.88;280.54;280.87;40350240
SBER;D;15/11/23;000000;280.87;283.93;278.51;282.89;41784490
SBER;D;16/11/23;000000;282.4;283.69;279.56;279.7;24654700
SBER;D;17/11/23;000000;279.69;282.5;278.66;281.6;31282610
SBER;D;20/11/23;000000;281.8;284.2;281.61;282.91;25219810
SBER;D;21/11/23;000000;282.29;283.82;281.66;282.79;19027720
SBER;D;22/11/23;000000;283.14;286.67;282.85;286.16;47267490
SBER;D;23/11/23;000000;286.16;287.77;285.04;286.19;27692900
SBER;D;24/11/23;000000;286.48;287.5;285.11;286.85;26019540
SBER;D;27/11/23;000000;287.41;289;278.88;282.33;79026910
SBER;D;28/11/23;000000;282.4;282.51;277.32;279.91;45475110
SBER;D;29/11/23;000000;279.48;280.56;276.2;276.8;29776060
SBER;D;30/11/23;000000;276.71;278.65;272.75;277.5;55837620
SBER;D;01/12/23;000000;277.04;277.98;273.55;273.97;31604310
SBER;D;04/12/23;000000;273.59;274.95;270.52;270.96;37456310
SBER;D;05/12/23;000000;271.97;279.65;270.54;279.62;46800410
SBER;D;06/12/23;000000;279.92;280.79;266.83;267.58;99849690
SBER;D;07/12/23;000000;267.74;270.44;263.06;265.12;63509590
SBER;D;08/12/23;000000;266.01;268.23;263.72;265.16;35322130
SBER;D;11/12/23;000000;265.17;266.47;254.81;256.89;77590450
SBER;D;12/12/23;000000;256.79;262.88;255.05;257.6;63807080
SBER;D;13/12/23;000000;257.58;261.39;256.5;260.45;29760860
SBER;D;14/12/23;000000;261.4;262.75;255.58;256.64;40477500
SBER;D;15/12/23;000000;256.61;268.91;256.61;268.21;84643800
SBER;D;18/12/23;000000;268.9;270.44;266.54;268.4;51515190
SBER;D;19/12/23;000000;268.35;269.71;265;267.35;38229660
SBER;D;20/12/23;000000;267.52;269.1;266.2;266.61;30929220
SBER;D;21/12/23;000000;266.55;266.87;263.5;265.19;33214370
